"pcp-dstat 4.3.2 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","undercloud-0.redhat.local",,,,"User:","root"
"Cmdline:","dstat -tcmndrylpg --nocolor --swap --tcp --output /var/log/extra/dstat.csv",,,,"Date:","03 Mar 2020 21:51:32 EST"
"system","total usage",,,,,,,,,"memory usage",,,,"net/total",,,"dsk/total",,,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"swap",,,"tcp sockets"
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","net/total:recv","net/total:send","dsk/total:read","dsk/total:writ","read","writ","int","csw","1m","5m","15m","run","blk","new","in","out","swap:used","swap:free","lis","act","syn","tim","clo"
03-03 21:53:43,9.872,2.499,87.596,0,0,564956,22325000,2096,1532440,103.966,0,0,1836.394,0,77.974,1343,437,0.820,0.530,0.240,1,0,1.999,0,0,0,0,2,1,0,0,0
03-03 21:53:44,10.375,2.125,87.377,0,0,502368,22417424,2096,1502700,52.001,0,0,20.000,0,3.000,1343,363,0.820,0.530,0.240,2,0,4.000,0,0,0,0,2,1,0,0,0
03-03 21:53:45,10.375,2.125,87.373,0,0,481792,22443864,2096,1496772,103.997,0,0,1262.968,0,42.999,1452,462,0.820,0.530,0.240,1,0,5.000,0,0,0,0,2,1,0,0,0
03-03 21:53:46,9.750,2.750,87.376,0,0,546368,22350992,2096,1525120,52.001,0,0,1265.014,0,43.000,1358,398,0.840,0.540,0.240,1,0,4.000,0,0,0,0,2,1,0,0,0
03-03 21:53:47,10.375,2.500,87.625,0,0,563060,22326784,2096,1532640,104,0,0,1968,0,92,1384,462,0.840,0.540,0.240,1,0,2,0,0,0,0,2,1,0,0,0
03-03 21:53:48,10.504,2.001,87.158,0,0,502136,22418724,2096,1501836,52.020,0,0,4.002,0,1.000,1349,346,0.840,0.540,0.240,2,0,4.002,0,0,0,0,2,1,0,0,0
03-03 21:53:49,9.869,3.123,86.947,0.125,0,477360,22448504,2096,1496580,103.937,0,0,79695.545,0,339.793,1705,496,0.840,0.540,0.240,1,0,4.997,0,0,0,0,2,1,0,0,0
03-03 21:53:50,10.252,2.126,87.396,0,0,549348,22340608,2096,1532408,52.012,0,0,1588.381,0,52.012,1332,358,0.840,0.540,0.240,1,0,2.000,0,0,0,0,2,1,0,0,0
03-03 21:53:51,9.750,3.000,87.375,0,0,553144,22337308,2096,1532160,104.000,0,0,1889.996,0,78.000,1456,505,0.850,0.550,0.250,1,0,4.000,0,0,0,0,2,1,0,0,0
03-03 21:53:52,10.994,1.749,87.327,0,0,501424,22424644,2096,1496604,51.972,0,0,3.998,0,0.999,1338,323,0.850,0.550,0.250,1,0,3.998,0,0,0,0,2,1,0,0,0
03-03 21:53:53,10.000,2.750,87.502,0,0,456224,22469604,2096,1496604,104.002,0,0,1263.024,0,44.001,1425,501,0.850,0.550,0.250,1,0,5.000,0,0,0,0,2,1,0,0,0
03-03 21:53:54,10.005,2.376,87.547,0,0,591952,22297892,2096,1532588,52.028,0,0,1260.680,0,42.023,1270,329,0.850,0.550,0.250,1,0,1.001,0,0,0,0,2,1,0,0,0
03-03 21:53:55,9.750,3.625,86.249,0.375,0,530788,22367948,2096,1523740,103.999,0,0,96243.845,0,838.990,2295,957,0.850,0.550,0.250,1,0,4.000,0,0,0,0,2,1,0,0,0
03-03 21:53:56,10.619,1.749,87.204,0,0,527364,22398720,2096,1496608,51.973,0,0,23.987,0,2.998,1407,350,0.860,0.560,0.250,1,0,4.997,0,0,0,0,2,1,0,0,0
03-03 21:53:57,10.250,2.375,87.246,0.125,0,457100,22468852,2096,1496488,103.996,0,0,5056.783,0,223.990,1577,477,0.860,0.560,0.250,1,0,5.000,0,0,0,0,2,1,0,0,0
03-03 21:53:58,10.381,2.626,87.423,0,0,595064,22294940,2096,1532308,52.028,0,0,1260.686,0,42.023,1273,375,0.860,0.560,0.250,1,0,1.001,0,0,0,0,2,1,0,0,0
03-03 21:53:59,9.750,2.500,87.376,0,0,524884,22373604,2096,1523744,104.001,0,0,1244.007,0,41.000,1392,454,0.860,0.560,0.250,1,0,4.000,0,0,0,0,2,1,0,0,0
03-03 21:54:00,10.620,1.874,87.580,0,0,519564,22406384,2096,1496488,51.973,0,0,35.982,0,3.998,1340,335,0.860,0.560,0.250,1,0,4.997,0,0,0,0,2,1,0,0,0
03-03 21:54:01,9.882,2.502,87.190,0,0,454720,22470980,2096,1496608,104.078,0,0,2372.777,0,153.115,1490,465,0.870,0.560,0.260,1,0,5.004,0,0,0,0,2,1,0,0,0
03-03 21:54:02,10.123,2.499,87.480,0,0,594776,22294844,2096,1532592,51.988,0,0,1262.715,0,42.990,1308,398,0.870,0.560,0.260,1,0,1.000,0,0,0,0,2,1,0,0,0
03-03 21:54:03,9.745,2.748,87.201,0,0,524880,22373660,2096,1523704,271.847,41.976,0,1759.013,0,78.956,1397,472,0.870,0.560,0.260,1,0,3.998,0,0,0,0,2,1,0,0,0
03-03 21:54:04,10.761,1.877,87.463,0,0,518620,22407036,2096,1496608,52.052,0,0,2977.984,0,143.143,1451,410,0.870,0.560,0.260,2,0,5.005,0,0,0,0,2,1,0,0,0
03-03 21:54:05,9.745,2.499,87.460,0,0,453864,22471704,2096,1496608,103.952,0,0,1097.493,0,37.982,1424,424,0.870,0.560,0.260,1,0,4.998,0,0,0,0,2,1,0,0,0
03-03 21:54:06,10.125,2.500,87.499,0,0,494048,22404432,2096,1523732,51.999,0,0,1238.981,0,39.999,1408,497,0.800,0.550,0.250,1,0,2.000,0,0,0,0,2,1,0,0,0
03-03 21:54:07,9.745,3.248,87.583,0,0,549304,22349048,2096,1523560,103.951,0,0,657.688,0,21.990,1350,538,0.800,0.550,0.250,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:08,9.630,2.876,86.917,0,0,583892,22314316,2096,1523704,136.066,144.070,0,0,0,0,2023,1004,0.800,0.550,0.250,1,0,28.014,0,0,0,0,2,1,0,0,0
03-03 21:54:09,11.875,0.750,87.497,0,0,707700,22190508,2096,1523704,103.997,0,0,0,0,0,1293,529,0.800,0.550,0.250,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:10,12.500,0.250,87.497,0,0,735420,22162788,2096,1523704,51.998,0,0,0,0,0,1130,180,0.800,0.550,0.250,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:11,12.500,0.125,87.374,0,0,734408,22162960,2096,1524312,103.999,0,0,0,0,0,1082,82,0.820,0.560,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:12,12.375,0,87.503,0,0,742116,22155248,2096,1524316,52.002,0,0,0,0,0,1090,85,0.820,0.560,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:13,12.627,0,87.511,0,0,742116,22155248,2096,1524316,104.013,0,0,0,0,0,1083,79,0.820,0.560,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:14,12.375,0,87.249,0,0,742116,22155248,2096,1524316,51.999,0,0,0,0,0,1085,83,0.820,0.560,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:15,12.500,0,87.498,0,0,742044,22155320,2096,1524316,103.998,0,0,20.000,0,2.000,1086,79,0.820,0.560,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:16,12.624,0,87.493,0,0,742044,22155320,2096,1524316,51.996,0,0,0,0,0,1077,69,0.830,0.570,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:17,12.375,0.125,87.373,0,0,742044,22155320,2096,1524316,103.998,0,0,0,0,0,1079,74,0.830,0.570,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:18,12.626,0.125,87.505,0,0,760396,22136968,2096,1524316,142.009,42.003,0,0,0,0,1266,101,0.830,0.570,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:19,12.499,0,87.495,0,0,764364,22133000,2096,1524316,193.990,89.995,0,0,0,0,1263,93,0.830,0.570,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:20,12.375,0.125,87.374,0,0,767524,22129696,2096,1524460,141.998,89.999,0,423.994,0,6.000,1269,116,0.830,0.570,0.260,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:21,11.625,1.125,87.623,0.125,0,751900,22135956,2096,1533824,103.998,0,0,17415.599,0,32.999,1285,279,0.850,0.580,0.270,2,0,3.000,0,0,0,0,2,1,0,0,0
03-03 21:54:22,9.374,3.000,87.113,0,0,547144,22349336,2096,1525240,51.993,0,0,1029.859,0,33.995,1429,461,0.850,0.580,0.270,1,0,3.000,0,0,0,0,2,1,0,0,0
03-03 21:54:23,10.123,2.375,87.357,0,0,445884,22478816,2096,1497404,103.979,0,0,8530.243,0,11.998,1358,347,0.850,0.580,0.270,1,0,4.999,0,0,0,0,2,1,0,0,0
03-03 21:54:24,0.750,11.880,87.538,0,0,476204,22448496,2096,1497404,52.022,0,20.009,0,2.001,0,2005,486,0.850,0.580,0.270,1,0,2.001,0,0,0,0,2,1,0,0,0
03-03 21:54:25,0.125,12.375,87.372,0,0,476628,22448072,2096,1497404,103.996,0,0,0,0,0,1519,303,0.850,0.580,0.270,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:26,9.625,2.875,87.373,0,0,443208,22467536,2096,1511648,141.997,89.998,0,1906.962,0,214.996,2087,1343,0.860,0.580,0.270,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:27,9.875,1.625,87.627,0.625,0,443828,22454584,2096,1523568,104.002,0,36.001,8592.189,9.000,1636.036,3777,5636,0.860,0.580,0.270,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:28,10.875,1.250,87.499,0.375,0,444700,22435088,2096,1540888,52.000,0,0,5081.959,0,983.992,2746,3573,0.860,0.580,0.270,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:29,9.750,2.750,87.250,0.250,0,491016,22345428,2096,1581948,104.000,0,0,7266.007,0,783.001,2537,2614,0.860,0.580,0.270,1,0,6.000,0,0,0,0,2,1,0,0,0
03-03 21:54:30,11.625,0.875,87.498,0,0,613516,22222196,2096,1582340,51.999,0,0,4.000,0,1.000,1298,558,0.860,0.580,0.270,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:31,12.375,0.125,87.374,0,0,633900,22201812,2096,1582340,145.999,89.999,0,0,0,0,1110,136,0.870,0.590,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:32,12.625,0,87.498,0,0,633900,22201812,2096,1582340,51.999,0,0,0,0,0,1104,95,0.870,0.590,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:33,12.599,0,87.193,0,0,641328,22194384,2096,1582340,271.432,796.334,0,0,0,0,1230,194,0.870,0.590,0.280,2,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:34,12.650,0.125,87.299,0.125,0,641700,22193992,2096,1582344,52.104,266.530,0,798.588,0,42.084,1195,189,0.870,0.590,0.280,3,0,1.002,0,0,0,0,2,1,0,0,0
03-03 21:54:35,12.502,0.250,87.263,0.125,0,641668,22194024,2096,1582344,104.016,603.091,0,7905.194,0,383.058,1274,214,0.870,0.590,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:36,12.500,0,87.378,0,0,641668,22194024,2096,1582344,52.002,62.002,0,0,0,0,1075,69,0.880,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:37,12.499,0,87.496,0,0,641668,22194024,2096,1582344,103.995,0,0,0,0,0,1079,73,0.880,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:38,12.500,0,87.373,0,0,641668,22194024,2096,1582344,93.998,93.998,0,0,0,0,1085,85,0.880,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:39,12.375,0.125,87.501,0,0,658396,22177296,2096,1582344,104.001,395.004,0,0,0,0,1081,76,0.880,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:40,12.375,0.250,87.499,0,0,662340,22173348,2096,1582348,51.999,0,0,0,0,0,1077,71,0.880,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:41,12.750,0,87.373,0,0,666120,22169568,2096,1582348,103.998,0,0,0,0,0,1075,73,0.890,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:42,12.126,0.375,87.504,0,0,650728,22176044,2096,1591248,52.003,0,0,17452.855,0,25.001,1167,205,0.890,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:43,5.466,7.081,87.204,0,0,478796,22384516,2096,1554936,103.353,330.928,0,3.975,0,0.994,2378,441,0.890,0.600,0.280,2,0,5.963,0,0,0,0,2,1,0,0,0
03-03 21:54:44,0.377,12.455,87.437,0,0,479252,22383916,2096,1555080,52.337,0,0,0,0,0,1997,425,0.890,0.600,0.280,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:45,2.374,9.498,88.356,0.125,0,450492,22380388,2096,1587088,103.978,0,0,1595.663,0,117.975,2286,1237,0.890,0.600,0.280,2,0,15.997,0,0,0,0,2,1,0,0,0
03-03 21:54:46,7.875,2.375,89.003,0,0,447448,22369008,2096,1601320,52.002,0,220.008,1016.037,2.000,120.004,2314,1237,0.900,0.610,0.290,1,0,14.001,0,0,0,0,2,1,0,0,0
03-03 21:54:47,11.750,0.875,87.501,0.125,0,448216,22336156,2096,1633512,104.001,62.000,8.000,1559.012,2.000,307.002,1705,1247,0.900,0.610,0.290,1,0,5.000,0,0,0,0,2,1,0,0,0
03-03 21:54:48,10.749,1.375,87.367,0,0,449960,22317196,2096,1649312,51.995,0,0,863.921,0,39.996,1493,832,0.900,0.610,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:49,11.128,1.375,87.772,0,0,451088,22296484,2096,1667504,104.025,0,0,791.194,0,48.012,1570,972,0.900,0.610,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:50,10.998,1.625,87.608,0,0,452244,22277784,2096,1682804,51.990,0,0,934.821,0,57.989,1640,1085,0.900,0.610,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:51,10.750,1.500,87.373,0,0,453548,22263124,2096,1694288,103.998,0,0,939.978,0,55.999,1613,1061,0.910,0.620,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:52,10.627,1.625,87.517,0,0,455676,22246980,2096,1706352,194.038,152.029,0,942.183,0,74.014,1786,1301,0.910,0.620,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:53,11.125,1.500,87.622,0,0,457348,22227892,2096,1721732,103.996,0,0,4716.840,0,262.991,1712,1161,0.910,0.620,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:54,10.500,1.500,87.503,0,0,459688,22212244,2096,1733116,52.002,0,0,5630.169,0,277.008,1971,1753,0.910,0.620,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:55,11.874,0.750,87.366,0.250,0,459924,22181324,2096,1763368,103.989,0,0,1648.825,0,374.960,1739,1423,0.910,0.620,0.290,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:56,12.249,0.375,87.121,0.125,0,460308,22146844,2096,1797368,51.998,0,0,9613.567,0,347.984,1683,215,0.920,0.620,0.300,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:54:57,10.999,1.000,87.742,0.250,0,461328,22118924,2096,1823668,103.991,0,7.999,4273.624,2.000,852.925,2509,3068,0.920,0.620,0.300,1,0,3.000,0,0,0,0,2,1,0,0,0
03-03 21:54:58,10.479,1.871,87.570,0.249,0,463520,22102500,2096,1836096,51.894,0,7.984,4104.582,1.996,680.604,2646,3162,0.920,0.620,0.300,1,0,2.994,0,0,0,0,2,1,0,0,0
03-03 21:54:59,10.523,1.754,87.568,0.376,0,463652,22080732,2096,1856404,104.230,0,4.009,10311.706,1.002,1424.136,3420,4684,0.920,0.620,0.300,1,0,4.009,0,0,0,0,2,1,0,0,0
03-03 21:55:00,11.124,1.125,87.495,0,0,465136,22054236,2096,1880084,51.997,0,19.999,754.960,5.000,47.997,1588,1010,0.920,0.620,0.300,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:01,12.000,1.375,85.998,0.375,0,470264,22018884,2096,1909592,103.998,0,0,67213.723,0,1208.977,2129,907,1,0.650,0.310,1,0,1.000,0,0,0,0,2,1,0,0,0
03-03 21:55:02,10.500,1.750,87.502,0.125,0,471192,22001932,2096,1923688,52.001,333.008,0,2868.069,0,287.007,1961,1724,1,0.650,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:03,10.376,1.625,87.879,0.250,0,471800,21985008,2096,1938364,272.013,42.002,0,5980.293,0,1047.051,2918,3986,1,0.650,0.310,1,0,1.000,0,0,0,0,2,1,0,0,0
03-03 21:55:04,12.125,0.375,87.249,0,0,472020,21947888,2096,1975344,52.000,0,4.000,277.997,1.000,46.000,1152,263,1,0.650,0.310,0,1,0,0,0,0,0,2,1,0,0,0
03-03 21:55:05,12.124,0.500,87.244,0,0,471956,21905432,2096,2017732,103.993,0,0,11034.261,0,585.961,1489,165,1,0.650,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:06,12.000,0.500,87.501,0.125,0,472004,21869272,2096,2053764,52.000,0,0,746.006,0,160.001,1341,610,1,0.650,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:07,7.876,2.875,88.890,0.250,0,472740,21849956,2096,2071532,104.018,0,0,2399.415,0,342.059,2582,2095,1,0.650,0.310,1,0,16.003,0,0,0,0,2,1,0,0,0
03-03 21:55:08,10.375,2.000,87.503,0.125,0,474236,21850740,2096,2067316,136.004,144.005,0,3932.130,0,550.018,2261,2323,1,0.650,0.310,1,0,2.000,0,0,0,0,2,1,0,0,0
03-03 21:55:09,10.000,1.875,87.624,0.625,0,476632,21838688,2096,2075092,103.999,0,0,7320.898,0,1616.977,3625,5534,1,0.650,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:10,10.251,1.875,87.755,0.250,0,478544,21827236,2096,2082504,52.003,0,0,6190.347,0,1240.069,3081,4416,1,0.650,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:11,10.625,1.750,87.501,0.250,0,481124,21815804,2096,2089096,104.001,0,0,4704.066,0,808.011,2404,2873,1,0.660,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:12,9.997,1.999,87.475,0.250,0,483676,21804632,2096,2095660,51.985,0,0,10792.913,0,1445.587,3233,4221,1,0.660,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:13,10.377,1.750,87.646,0.500,0,485640,21793536,2096,2102844,104.025,0,0,6178.464,0,1331.316,3373,4711,1,0.660,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:14,9.998,2.000,87.730,0.250,0,487920,21777972,2096,2114292,51.988,0,0,7105.387,0,1352.693,3320,4712,1,0.660,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:15,10.127,2.000,87.396,0.250,0,490600,21765608,2096,2121748,104.025,0,0,6793.658,0,911.222,2636,3174,1,0.660,0.310,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:16,10.372,1.999,87.221,0.500,0,492512,21752636,2096,2130124,51.983,0,0,44047.464,0,858.717,2616,2830,1,0.660,0.320,2,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:17,9.502,2.001,87.648,0.500,0,494692,21737460,2096,2141388,104.027,0,0,17552.511,0,1844.474,3969,6140,1,0.660,0.320,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:18,10.379,1.876,87.535,0.250,0,496892,21722072,2096,2152672,52.021,666.263,0,8767.463,0,1219.482,3215,4295,1,0.660,0.320,2,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:19,9.496,2.249,87.589,0.375,0,499312,21707736,2096,2162276,103.957,265.890,0,7527.899,0,1499.382,3649,5491,1,0.660,0.320,1,0,1.999,0,0,0,0,2,1,0,0,0
03-03 21:55:20,10.750,1.625,87.623,0.250,0,501664,21691716,2096,2173880,51.999,602.984,0,8298.776,0,1242.966,2898,4063,1,0.660,0.320,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:21,9.876,1.875,87.509,0.250,0,504268,21675816,2096,2184860,104.011,62.007,0,3746.393,0,623.065,2483,2849,1,0.670,0.320,1,0,3.000,0,0,0,0,2,1,0,0,0
03-03 21:55:22,10.871,2.874,85.722,0.875,0,511596,21650996,2096,2200448,51.983,89.971,0,102511.684,0,1797.416,3135,3161,1,0.670,0.320,1,0,2.999,0,0,0,0,2,1,0,0,0
03-03 21:55:23,10.629,1.751,87.530,0,0,513340,21631044,2096,2216664,194.067,42.014,0,857.296,0,54.019,1799,1049,1,0.670,0.320,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:24,8.374,3.000,88.488,0.125,0,517400,21590436,2096,2251788,141.980,512.928,0,4527.362,0,569.920,3063,2902,1,0.670,0.320,2,0,15.998,0,0,0,0,2,1,0,0,0
03-03 21:55:25,9.625,2.000,87.877,0.125,0,514904,21601756,2096,2241360,104.002,62.001,0,9362.206,0,688.015,2623,2384,1,0.670,0.320,1,0,6.000,0,0,0,0,2,1,0,0,0
03-03 21:55:26,10.626,1.625,87.632,0.125,0,516764,21585756,2096,2253740,52.004,0,0,3958.317,0,591.047,2254,2465,1,0.680,0.330,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:27,8.249,13.623,77.114,0.500,0,527324,21574320,2096,2254272,103.985,0,251.964,113285.027,5.999,662.907,10691,10616,1,0.680,0.330,2,0,1038.854,0,0,0,0,2,1,0,0,0
03-03 21:55:28,14.005,13.880,71.028,0.750,0,418508,21683056,2096,2254092,1158.453,8786.435,0,3997.563,0,924.361,14970,19442,1,0.680,0.330,1,0,2049.801,0,0,0,0,2,1,0,0,0
03-03 21:55:29,11.876,13.001,75.507,0.125,0,447872,21659904,2096,2247888,82469.752,4176.393,0,1906.179,0,228.021,12500,15180,1,0.680,0.330,2,0,1928.181,0,0,0,0,2,1,0,0,0
03-03 21:55:30,11.620,0.750,87.337,0,0,490600,21616920,2096,2248212,51.977,0,0,2769.790,0,21.990,1209,314,1,0.680,0.330,1,0,0,0,0,0,0,2,1,0,0,0
03-03 21:55:31,3.375,1.000,95.633,0,0,497728,21588580,2096,2269416,22411463.209,211528.615,8.001,0,2.000,0,6748,5652,0.920,0.660,0.320,0,0,3.000,0,0,0,0,2,4,0,0,0
03-03 21:55:32,1.500,1.500,96.242,0.625,0,503580,21570700,2096,2281364,12272506.200,113373.930,0,108327.334,0,655.948,4293,3601,0.920,0.660,0.320,0,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:33,0.250,0.250,99.368,0,0,503572,21565896,2096,2286160,4864119.055,47305.499,0,0,0,0,1521,1369,0.920,0.660,0.320,0,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:34,0.375,0.375,99.143,0,0,503408,21559448,2096,2292708,6887751.683,63428.481,0,0,0,0,2021,1747,0.920,0.660,0.320,1,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:35,1.000,0.500,98.217,0.125,0,500912,21552936,2096,2301700,9225127.907,78482.473,0,10782.356,0,549.814,2911,2295,0.920,0.660,0.320,0,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:36,0.250,0.125,99.410,0,0,500852,21550032,2096,2304664,3233713.566,31902.134,0,0,0,0,1072,908,0.850,0.650,0.320,0,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:37,0.625,0.625,98.613,0.250,0,502136,21540936,2096,2312444,7917326.838,76038.951,0,11194.668,0,168.980,2693,2509,0.850,0.650,0.320,2,0,0,0,0,0,0,2,4,0,0,0
03-03 21:55:38,11.625,1.000,85.750,1.500,0,516896,21525080,2096,2313524,1120935.242,10236.020,0,142440.285,0,520.001,1900,757,0.850,0.650,0.320,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:39,12.126,0.375,87.504,0,0,516896,21525080,2096,2313524,104.005,0,0,0,0,0,1080,75,0.850,0.650,0.320,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:40,11.379,0.750,87.282,0.625,0,514196,21526736,2096,2314376,52.019,0,832.306,4815.772,39.014,520.191,2281,2217,0.850,0.650,0.320,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:41,11.370,1.124,87.211,0,0,517432,21516208,2096,2321352,103.953,0,111.950,360.838,9.996,57.974,1440,665,0.860,0.660,0.330,1,0,2.999,0,0,0,0,2,1,0,3,0
03-03 21:55:42,11.875,0.750,87.500,0,0,517428,21474604,2096,2362684,52.000,0,60.000,1356.007,6.000,247.001,1394,825,0.860,0.660,0.330,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:43,12.125,1.375,85.002,1.250,0,529596,21419008,2096,2405940,104.002,0,0,41764.877,0,1470.031,1731,622,0.860,0.660,0.330,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:44,12.249,0.250,87.492,0,0,529372,21371296,2096,2453828,51.995,0,0,0,0,0,1073,68,0.860,0.660,0.330,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:45,12.128,0.500,87.520,0,0,529628,21323192,2096,2501564,104.023,0,0,0,0,0,1079,78,0.860,0.660,0.330,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:46,12.250,0.250,87.375,0.125,0,524744,21284968,2096,2544512,52.000,0,0,960.001,0,53.000,1185,251,0.870,0.670,0.330,1,0,0,0,0,0,0,2,1,0,3,0
03-03 21:55:47,10.501,2.875,86.385,0,0,525296,21263544,2096,2564596,104.012,0,136.016,2739.323,13.002,343.040,2671,1716,0.870,0.670,0.330,1,0,7.001,0,0,0,0,2,1,0,3,0
03-03 21:55:48,10.872,3.499,85.476,0.250,0,527428,21251696,2096,2573584,51.986,332.908,7.998,9958.252,1.999,566.844,3270,2543,0.870,0.670,0.330,1,0,58.984,0,0,0,0,2,1,0,3,0
03-03 21:55:49,11.250,3.750,83.375,1.125,0,534712,21217264,2096,2600516,104.000,0,12.000,57047.829,3.000,2348.993,3876,3060,0.870,0.670,0.330,2,0,37.000,0,0,0,0,2,1,0,3,0
03-03 21:55:50,10.000,2.250,87.379,0.375,0,535044,21193844,2096,2623092,52.002,0,4.000,12760.574,1.000,617.028,2541,2429,0.870,0.670,0.330,1,0,35.002,0,0,0,0,2,1,0,3,0
03-03 21:55:51,10.625,2.250,87.372,0.250,0,535368,21176176,2096,2639480,103.996,0,91.997,14604.445,11.000,1205.954,3120,3130,0.880,0.670,0.330,1,0,6.000,0,0,0,0,2,1,0,3,0
03-03 21:55:52,8.250,4.375,87.253,0.250,0,541664,21160872,2096,2648228,52.002,0,4.000,3182.118,1.000,528.020,3811,4289,0.880,0.670,0.330,1,0,340.013,0,0,0,0,2,1,0,3,0
03-03 21:55:53,4.502,9.003,86.029,0,0,542448,21159852,2096,2648224,104.036,0,0,0,0,0,8600,7938,0.880,0.670,0.330,1,0,1159.397,0,0,0,0,2,1,0,3,0
03-03 21:55:54,4.623,9.872,84.221,1.000,0,545944,21156072,2096,2648296,51.982,0,67.977,27630.523,1.999,815.720,8740,8138,0.880,0.670,0.330,0,1,1050.640,0,0,0,0,2,1,0,3,0
03-03 21:55:55,6.250,7.124,84.869,1.125,0,545884,21150852,2096,2653660,103.992,0,47.996,72945.675,3.000,1230.910,6907,6631,0.880,0.670,0.330,1,0,702.949,0,0,0,0,2,1,0,3,0
